"id","timestp","permission","rootUrl","snippet","requestUrl","typ","ind","firstPartyRoot","parentCompany","watchlistHash","extraDetail","cookie","loc"
"1","1736069769692","monetization","https://www.amazon.es/",NULL,"https://fls-eu.amazon.es/1/batch/1/OP/A1RKKUPIHCS9HS:258-8574072-9030033:TV7WEF41FN89F86KPCF1$uedata=s:%2Frd%2Fuedata%3Fstaticb%26id%3DTV7WEF41FN89F86KPCF1:0","advertising","-1",NULL,"Amazon",NULL,NULL,"0",NULL
"2","1736069776854","monetization","https://www.elmundo.es/",NULL,"https://unagi.amazon.es/1/events/com.amazon.csm.csa.prod","advertising","-1",NULL,"Amazon",NULL,NULL,"0",NULL
"3","1736069798309","monetization","https://www.elmundo.es/",NULL,"https://cdn.cxense.com/ari-ci.js","advertising","-1",NULL,"cXense",NULL,NULL,"0",NULL
"4","1736069793719","monetization","https://www.elmundo.es/",NULL,"https://securepubads.g.doubleclick.net/tag/js/gpt.js","advertising","-1",NULL,"Google",NULL,NULL,"0",NULL
"5","1736069786546","monetization","https://www.elmundo.es/",NULL,"https://swrap.tradedoubler.com/wrap?id=12029","advertising","-1",NULL,"Tradedoubler",NULL,NULL,"0",NULL
"6","1736069786615","monetization","https://www.elmundo.es/",NULL,"https://token.rubiconproject.com/khaos.json?gdpr_consent=CQKwfMAQKwfMAAHABBENBWFgAAAAAELAAAAAAAAAAADEoAMAAQVeKQAYAAgq8OgAwABBV4hABgACCrwSADAAEFXi0AGAAIKvAAAA.YAAACFgAAAAA&gdpr=1","advertising","-1",NULL,"RubiconProject",NULL,NULL,"0",NULL
"7","1736069786644","monetization","https://www.elmundo.es/",NULL,"https://image6.pubmatic.com/AdServer/PugMaster?sec=1&async=1&kdntuid=1&rnd=40750730&p=161984&s=0&a=0&ptask=ALL&np=0&fp=0&rp=0&mpc=0&spug=1&coppa=0&gdpr=1&gdpr_consent=CQKwfMAQKwfMAAHABBENBWFgAAAAAELAAAAAAAAAAADEoAMAAQVeKQAYAAgq8OgAwABBV4hABgACCrwSADAAEFXi0AGAAIKvAAAA.YAAACFgAAAAA&us_privacy=&gpp=&gpp_sid=","advertising","-1",NULL,"PubMatic",NULL,NULL,"0",NULL
"8","1736069798509","monetization","https://www.elmundo.es/",NULL,"https://static.criteo.net/js/ld/publishertag.prebid.139.js","advertising","-1",NULL,"Criteo",NULL,NULL,"0",NULL
"9","1736069786735","monetization","https://www.elmundo.es/",NULL,"https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js","advertising","-1",NULL,"Amazon",NULL,NULL,"0",NULL
"10","1736069786797","monetization","https://www.elmundo.es/",NULL,"https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/?referrer=https%3A%2F%2Fwww.elmundo.es%2F&consentString=CQKwfMAQKwfMAAHABBENBWFgAAAAAELAAAAAAAAAAADEoAMAAQVeKQAYAAgq8OgAwABBV4hABgACCrwSADAAEFXi0AGAAIKvAAAA.YAAACFgAAAAA","advertising","-1",NULL,"RichAudience",NULL,NULL,"0",NULL
"11","1736069786826","monetization","https://www.elmundo.es/",NULL,"https://match.adsrvr.org/track/usersync?us_privacy=&gdpr=1&gdpr_consent=CQKwfMAQKwfMAAHABBENBWFgAAAAAELAAAAAAAAAAADEoAMAAQVeKQAYAAgq8OgAwABBV4hABgACCrwSADAAEFXi0AGAAIKvAAAA.YAAACFgAAAAA&ust=image","advertising","-1",NULL,"The Trade Desk",NULL,NULL,"0",NULL
"12","1736069792876","monetization","https://www.elmundo.es/",NULL,"https://content.zeotap.com/sdk/idp.min.js","advertising","-1",NULL,NULL,NULL,NULL,"0",NULL
"13","1736069793771","monetization","https://www.elmundo.es/",NULL,"https://adservice.google.com/ddm/fls/z/src=12992475;type=visita;cat=cnt_u0;ord=6710249685757;npa=1;auiddc=*;gdid=dYmQxMT;pscdl=noapi;frm=0;gtm=45fe4cc1v9190320226za200;gcd=13l3l3l2l1l1;dma_cps=syphamo;dma=1;tcfd=10001;tag_exp=101925629~102067555~102067808~102081485~102198178;epver=2;~oref=https%3A%2F%2Fwww.elmundo.es%2F","advertising","-1",NULL,"Google",NULL,NULL,"0",NULL
"14","1736069798648","monetization","https://www.elmundo.es/",NULL,"https://gum.criteo.com/syncframe?origin=publishertag&topUrl=www.elmundo.es&gdpr=1&gdpr_consent=CQKwfMAQKwfMAAHABBENBWFgAAAAAELAAAAAAAAAAADEoAMAAQVeKQAYAAgq8OgAwABBV4hABgACCrwSADAAEFXi0AGAAIKvAAAA.YAAACFgAAAAA#{%22uid%22:{%22origin%22:0},%22lwid%22:{%22origin%22:0},%22bundle%22:{%22origin%22:0},%22optout%22:{%22value%22:false,%22origin%22:0},%22sid%22:{%22origin%22:0},%22tld%22:%22www.elmundo.es%22,%22topUrl%22:%22www.elmundo.es%22,%22version%22:139,%22cw%22:false,%22lsw%22:false,%22origin%22:%22publishertag%22,%22requestId%22:%220.5527050060699088%22}","advertising","-1",NULL,"Criteo",NULL,NULL,"0",NULL
"15","1736069798276","monetization","https://www.elmundo.es/",NULL,"https://www.google-analytics.com/analytics.js","analytics","-1",NULL,"Google",NULL,NULL,"0",NULL
"16","1736069792986","monetization","https://www.elmundo.es/",NULL,"https://sb.scorecardresearch.com/b2?c1=2&c2=7184769&cs_it=b8&cv=4.0.0%2B2301240627&ns__t=1736069786897&ns_c=ISO-8859-15&cs_ucfr=&gdpr=1&gdpr_p1t=0&gdpr_li=0&gdpr_purps=&gdpr_pcc=AA&cs_cmp_nc=0&cs_cmp_id=7&cs_cmp_sv=1&cs_cmp_rt=0&cs_fpcd=1&c7=https%3A%2F%2Fwww.elmundo.es%2F&c8=EL%20MUNDO%20-%20Diario%20online%20l%C3%ADder%20de%20informaci%C3%B3n%20en%20espa%C3%B1ol&c9=","analytics","-1",NULL,"comScore",NULL,NULL,"0",NULL
"17","1736069792901","monetization","https://www.elmundo.es/",NULL,"https://connect.facebook.net/es_ES/sdk.js#xfbml=1&version=v2.8&appId=279395918757488&status=true&cookie=true","social","-1",NULL,"Facebook",NULL,NULL,"0",NULL
"18","1736069794472","monetization","https://www.elmundo.es/",NULL,"https://www.facebook.com/x/oauth/status?client_id=279395918757488&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.elmundo.es%2F&sdk=joey&wants_cookie_data=true","social","-1",NULL,"Facebook",NULL,NULL,"0",NULL
"19","1736069780393","tracking","https://www.elmundo.es/","/edge-services/user-geo.html"",""requestBody"":null,""responseData"":""{\""country_code\"": \""ES\"", \""city\"": \""madrid\"", \""lat\"": \""40.420\"", \""long\"": \""-3.680\"", \""region\"": \""M\"", \""postal_code\"": \""28001\"", \""gpt_ad_id\"": \""99071977\"", \""client_ip\"": \""34.175.231.191\"" }""","https://www.marca.com/edge-services/user-geo.html","ipAddress","[250,264]",NULL,NULL,"1111111111",NULL,"0",NULL
